keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
desire for fame,1.5,0.0,230.0,3.0
nature documentary,1.5,0.0,8.0,0.0
laser gun,1.5,0.0,17.5,0.0
comedy thriller,1.5,0.0,34.0,2.0
late stage capitalism,1.5,0.0,3.0,0.0
nervous,1.5,0.0,62.6,0.0
dark fairy tale,1.5,4.0,118.0,1.0
oil,1.5,4.666666666666666,230.1488095238098,0.6666666666666666
environmental disaster,1.5,0.0,32.666666666666664,0.0
dublin,1.5,0.0,26.166666666666664,1.0
pirate ship,1.4999999999999998,1.5,54.83333333333333,2.0
fine dining,1.4761904761904763,4.0,71.59285714285718,1.6
bride and groom,1.4500000000000002,0.0,81.66666666666666,0.0
indonesia,1.4500000000000002,0.0,94.00000000000001,0.0
ethiopia,1.4500000000000002,4.0,72.0,2.0
news spoof,1.4500000000000002,0.0,3.5,1.5
lesbian couple,1.4500000000000002,0.0,14.0,0.0
gang warfare,1.4500000000000002,0.0,3.5,1.5
military service,1.4166666666666667,6.0,32.0,2.0
theme park,1.4166666666666665,0.0,75.5,1.5
camera,1.4166666666666665,0.0,51.0,0.0
rich,1.4166666666666665,0.0,40.0,0.0
gay relationship,1.4,0.0,13.883333333333333,0.0
high school graduation,1.4,0.0,5.5,0.0
crooked lawyer,1.4,0.0,38.33333333333334,0.0
catholic priest,1.4,0.0,77.0,0.5
heroin addict,1.4,0.0,293.0880952380952,0.0
archery,1.4,8.0,409.24999999999983,1.0
secession,1.3666666666666667,0.0,107.0,2.0
underground world,1.3666666666666665,0.0,0.7090741559781808,0.5
gun fight,1.3333333333333333,0.0,16.0,0.0
colombia,1.3333333333333333,3.0,21.0,2.0
hired killer,1.3333333333333333,0.0,24.5,0.0
substance,1.3333333333333333,0.0,25.5,0.0
boyfriend,1.3333333333333333,1.0,93.0,0.0
san antonio,1.3333333333333333,1.0,9.0,1.5
immigration law,1.3333333333333333,7.0,153.0,1.5
hidden room,1.3333333333333333,50.0,1616.0,1.0
detention,1.3333333333333333,0.0,23.0,0.0
bigotry,1.3333333333333333,0.0,23.0,0.0
black community,1.3333333333333333,0.0,8.0,0.0
misanthrope,1.3333333333333333,1.0,84.0,0.0
whale,1.3333333333333333,0.0,15.5,1.0
vampire hunter (slayer),1.3333333333333333,0.5,21.166666666666664,1.0
utopia,1.3333333333333333,1.0,9.0,2.0
finance,1.3333333333333333,0.0,3.0,0.0
dance company,1.3333333333333333,0.0,16.0,1.0
government corruption,1.3333333333333333,0.0,149.0,0.0
pantyhose,1.3333333333333333,0.0,5.0,0.0
mother nature,1.3333333333333333,0.0,7.0,1.0
matchmaker,1.3333333333333333,0.0,13.0,1.0
romantic fantasy,1.3333333333333333,0.3333333333333333,4.833333333333333,1.3333333333333333
necrophilia,1.3333333333333333,4.0,8.0,0.0
charlatan,1.3333333333333333,0.0,4.0,1.0
super strength,1.3333333333333333,1.0,8.0,1.5
live performance,1.3333333333333333,0.0,30.0,0.0
south dakota,1.3333333333333333,0.0,16.0,0.0
american embassy,1.3333333333333333,0.0,76.5,0.0
ulterior motive dating,1.3333333333333333,0.0,24.0,0.0
horror anthology,1.3333333333333333,0.0,11.25,0.0
ballet dancer,1.3261904761904761,6.0,136.49999999999994,2.666666666666667
homeland security,1.3,1.5,8.416666666666668,1.5
archaeology,1.2595238095238095,4.25,101.91666666666667,1.0
serial rapist,1.25,0.0,8.0,0.0
racial segregation,1.25,13.5,1676.9166666666663,3.0
inflammatory,1.25,0.47619047619047616,167.27738095238092,0.0
train crash,1.25,1.5,1.0,1.5
magic land,1.25,3.333333333333333,40.54999999999999,0.8333333333333333
troubled past,1.25,6.0,494.83333333333337,0.0
wellington new zealand,1.25,0.0,29.0,0.0
energy,1.25,0.0,9.0,0.0
cuban revolution,1.25,0.0,4.0,0.0
zoologist,1.25,0.0,38.0,1.5
marine corps,1.2499999999999998,1.3333333333333333,17.0,1.3333333333333333
mass grave,1.211904761904762,1.9999999999999998,4.5,1.3333333333333333
bird,1.2083333333333333,0.5,374.5,0.5
tokusatsu,1.2000000000000002,0.0,1373.8000000000002,0.75
western,1.2000000000000002,0.0,1.0,0.0
forced prostitution,1.2,1.0,11.583333333333334,1.25
shooting an animal,1.2,0.0,9.0,1.0
translation,1.2,4.5,112.5,1.5
futuristic city,1.2,4510.5,19.666666666666668,3.0
engineering,1.2,6.0,508.0,2.0
crime spree,1.1833333333333333,1.5,36.953968253968256,0.5
abandoned house,1.1666666666666665,12.5,109.5,1.0
secret code,1.1666666666666665,3.0,59.0,1.5
pact with the devil,1.1666666666666665,5.0,39.666666666666664,2.0
overweight child,1.1666666666666665,0.0,2.5,0.0
cult figure,1.1666666666666665,10.0,16.0,1.5
christmas spirit,1.1666666666666665,0.8333333333333333,27.833333333333332,0.8333333333333333
sand,1.1666666666666665,1.5,15.5,1.5
fall,1.1666666666666665,2.0,13.0,1.0
nuclear threat,1.1666666666666665,0.0,119.0,0.0
post 9/11,1.1666666666666665,0.0,57.0,0.0
donghua,1.1666666666666665,0.0,593.0,0.5
wormhole,1.1666666666666665,378.0,492.0,3.0
nice guy,1.1428571428571428,4.0,58.0,3.0
deal with the devil,1.1166666666666667,0.6666666666666666,6.0,0.9999999999999999
comedian,1.1166666666666667,0.0,23.0,0.0
personification,1.0833333333333335,14.0,295.5,1.5
mount everest,1.0833333333333333,0.0,24.0,0.0
persecution,1.0833333333333333,0.0,20.0,0.0
light,1.0833333333333333,0.0,49.33333333333333,0.0
police brutality,1.0333333333333332,0.0,6186.458333333336,0.0
gallows,1.0333333333333332,0.0,7.0,1.0
repression,1.0333333333333332,0.0,93.0,0.0
north pole,1.0333333333333332,1.1,22.61666666666667,1.1
operative,1.0333333333333332,0.0,12.333333333333334,0.0
karaoke,1.0166666666666666,0.5,86.91666666666667,0.0
sibling,1.0,0.0,56.0,2.0
dyslexia,1.0,0.0,379.0,1.0
interspecies romance,1.0,1.0,4.5,1.0
advanced technology,1.0,0.5,34.5,1.0
tv producer,1.0,0.0,2.0,0.5
champion,1.0,0.3333333333333333,82.66666666666666,0.0
intervention,1.0,0.0,74.0,3.0
u.s. air force,1.0,0.0,8.0,2.0
festival,1.0,0.0,24.0,2.0
occupation,1.0,0.0,10.0,2.0
edo period,1.0,0.0,152.66666666666666,0.0
stock exchange,1.0,0.0,27.0,0.0
florist,1.0,2.0,38.0,1.0
flirting,1.0,0.0,208.5,1.0
chaos theory,1.0,0.0,97.0,1.0
stern,1.0,1.0,13.0,1.0
whitewashing,1.0,5.0,25.0,1.0
retirement home,1.0,0.0,12.0,0.0
revenge murderer,1.0,2.0,13.0,1.0
cornfield,1.0,0.0,509.0,2.0
sikhism,1.0,0.0,20.0,0.0
one-sided love,1.0,0.0,14.0,0.0
opera singer,1.0,0.0,12.333333333333332,1.0
field agent,1.0,0.0,22.0,0.0
shape shifting alien,1.0,0.0,8.0,0.0
card game,1.0,2.0,41.5,1.0
maniac,1.0,0.0,59.666666666666664,1.0
knife fight,1.0,0.0,19.0,0.0
kangaroo,1.0,0.0,2.0,0.0
ecuador,1.0,0.0,3.0,0.0
crocodile,1.0,0.0,10.0,1.0
texas ranger,1.0,0.0,5.0,0.0
male prostitution,1.0,0.0,1.0,1.0
counselor,1.0,0.0,15.5,0.0
suspense thriller,1.0,0.0,17.0,0.0
america,1.0,2.0,32.0,2.0
e-mail,1.0,0.0,18.0,1.0
creepy neighbor,1.0,0.0,2.0,0.0
polyamory,1.0,1.0,36.5,2.0
boy and dog,1.0,0.0,4.0,0.0
japanese junior high schooler,1.0,0.0,14.083333333333334,0.0
cohabitant,1.0,0.0,17.0,0.5
asia,1.0,0.0,323.5,0.0
rhode island,1.0,0.0,0.0,0.0
crime scene,1.0,16.0,1522.9999999999998,0.5
minotaur,1.0,0.0,15.0,1.0
ancient evil,1.0,2.0,17.0,1.0
jumping off a building,1.0,0.0,2.0,0.0
staff,1.0,0.0,11.0,0.0
1800s,1.0,0.0,97.0,0.0
drama,1.0,0.0,168.0,0.0
dorm room,1.0,1.0,24.833333333333336,1.0
inequality,1.0,0.0,119.0,1.0
imagination,1.0,0.0,1816.6666666666672,0.0
illustrator,1.0,0.0,12.0,1.0
dentist,1.0,0.0,61.0,0.0
buddy movie,1.0,1.0,87.5,1.0
parents,1.0,3.0,53.0,1.0
didactic,1.0,2.0,247.53333333333333,0.0
panda,1.0,221.0,340.3333333333333,3.0
contest,1.0,4.0,100.0,3.0
hunger,1.0,6.5,639.0666666666665,1.0
cargo ship,1.0,0.0,8.0,0.0
webcam,1.0,0.0,2.0,0.0
tricycle,1.0,0.0,12.0,1.0
plumber,1.0,0.0,80.0,0.0
laxative,1.0,2.0,49.0,2.0
modern china,1.0,0.0,1.0,0.0
compass,1.0,0.0,3.0,1.0
enclosed space,1.0,0.0,855.0,1.0
steam locomotive,1.0,1.0,6.0,1.0
dead parent,1.0,1.0,29.0,0.0
toad,1.0,2.0,7.5,2.0
threesome,1.0,0.0,15.0,0.0
chinese immigrant,1.0,3.5,200.0,1.0
stepfather stepson relationship,1.0,0.0,9.0,0.0
dark hero,1.0,0.0,7.0,2.0
loss of son,1.0,0.0,20.0,0.0
energy drink,1.0,0.0,6.0,0.0
lower class,1.0,0.0,69.0,1.0
autopsy,1.0,1.0,106.0,0.0
farming,1.0,0.0,17.0,0.0
sexual identity,1.0,0.0,18.166666666666664,0.0
secret past,1.0,3.0,70.0,1.0
clinic,1.0,0.0,9.0,0.0
photojournalism,1.0,0.0,60.0,0.0
motor sport,1.0,0.0,28.5,0.5
director,1.0,0.0,15.0,0.0
quicksand,1.0,0.0,8.0,1.0
held hostage,1.0,0.0,2.0,0.0
self-loathing,1.0,0.0,4.5,0.0
tank battle,1.0,0.0,51.0,2.0
romanian,1.0,0.0,102.0,0.0
monsters,1.0,0.0,7.0,0.0
cursed object,1.0,0.0,19.0,0.0
famous people,1.0,0.0,23.0,0.0
famine,1.0,88.0,1508.0,0.0
taxidermy,1.0,0.0,9.0,1.0
rehabilitation,1.0,0.0,21.0,1.0
extraterrestrial,1.0,0.0,81.5,1.0
bedtime story,1.0,0.0,15.0,0.0
bunny,1.0,0.5,44.5,1.0
autonomy,1.0,0.0,10.0,1.0
overprotective father,1.0,0.0,95.0,0.0
orchid,1.0,0.0,4.0,1.0
free spirit,1.0,3.0,13.0,1.0
neo-nazism,1.0,0.0,19.0,0.0
inheritance fight,1.0,0.0,7.5,0.0
gobi desert,1.0,0.0,7.0,0.0
axe murder,1.0,0.0,4.0,1.0
children's book,1.0,2.0,30.0,1.0
foreign occupation,1.0,1.0,4.0,0.0
bell,1.0,1.0,47.666666666666664,1.0
sex worker,1.0,0.0,585.9,0.0
business tycoon,1.0,0.5,6.5,0.5
dream sequence,1.0,0.0,29.666666666666664,0.0
drunk,1.0,5.0,839.6666666666666,1.0
criminal lawyer,1.0,0.0,2.0,0.0
secret door,1.0,2.0,27.0,1.0
exoskeleton,1.0,0.0,661.0,0.0
exorcist,1.0,0.0,75.66666666666666,0.0
prisoner abuse,1.0,2.0,6.0,1.0
telephone,1.0,1.0,19.0,2.0
illusionist,1.0,1.0,18.5,1.0
gang war,1.0,2.0,1304.4166666666667,1.0
getaway,1.0,0.0,13.0,0.0
battle assignment,1.0,0.0,1.0,0.0
beating,1.0,0.0,619.3333333333331,0.0
bank vault,1.0,0.0,3.0,0.0
nanobots,1.0,0.0,14.0,1.0
incompetence,1.0,1.0,5.0,2.0
rapist,1.0,0.0,18.0,0.0
pathologist,1.0,0.0,13.0,0.0
student of medicine,1.0,1.0,245.0,1.0
evil king,1.0,0.0,12.5,2.0
dagger,1.0,0.0,3.0,0.0
idol,1.0,1.0,12.5,0.0
superhuman abilities,1.0,0.0,5.0,0.0
pathetic,1.0,0.0,33.0,0.0
band of misfits,1.0,0.0,4.0,0.0
black comedy,1.0,0.5,148.83333333333334,1.0
deja vu,1.0,57.0,468.0,2.0
parachute,1.0,1.0,23.0,1.0
super computer,1.0,1.6666666666666665,5.833333333333335,1.0
child driving car,1.0,4.0,66.0,2.0
rabbit,1.0,2.0,87.0,1.0
anger issues,1.0,0.0,2.5,0.0
pay phone,1.0,0.0,11.0,0.0
devil's son,1.0,1.0,1.5,1.0
acapella,1.0,0.0,4.0,0.0
geologist,1.0,0.0,0.0,0.0
womanhood,0.9999999999999999,1.5,158.5,1.5
space western,0.9999999999999999,0.0,33.333333333333336,0.9999999999999999
alien language,0.9999999999999999,9.0,66.16666666666667,0.9999999999999999
time manipulation,0.9999999999999999,41.33333333333333,1994.4333333333307,0.9999999999999999
missile,0.9999999999999999,0.0,9.0,1.5
psychotronic film,0.95,0.9999999999999999,3.3333333333333326,1.3333333333333333
moral ambiguity,0.95,0.9999999999999999,3.3333333333333326,1.3333333333333333
televangelist,0.95,0.25,5.916666666666666,0.75
munchies,0.9428571428571427,0.0,30.5,0.0
spy thriller,0.9357142857142857,0.16666666666666666,23.983333333333334,0.0
climate science,0.9357142857142857,0.0,10.249999999999998,0.0
climate crisis,0.9357142857142857,0.0,10.249999999999998,0.0
analyst,0.9166666666666666,3.3333333333333335,14.000000000000002,1.3333333333333333
lebanon,0.9166666666666665,0.6666666666666666,163.13333333333316,0.3333333333333333
groupie,0.9166666666666665,0.0,1.3333333333333335,0.0
nuclear submarine,0.9166666666666665,0.0,32.0,0.0
werewolf child,0.9,0.5,362.1857142857141,0.5
vaccine,0.9,6.0,23.416666666666668,0.5
dark romance,0.9,0.0,0.5,0.0
coming out,0.8999999999999999,0.0,834.4999999999998,0.0
peer pressure,0.8666666666666667,0.0,58.5,0.0
giant insect,0.8666666666666666,1.5,159.0,0.0
feel good,0.8666666666666666,3.0,1397.4833333333331,0.5
southern usa,0.8666666666666666,1.0,336.3333333333333,0.0
quadriplegia,0.8666666666666666,0.0,94.9666666666667,0.5
interracial friendship,0.8666666666666666,0.0,145.46666666666664,0.5
ant,0.8611111111111112,1.0,44.60357142857143,0.375
jason bourne,0.8452380952380951,0.9166666666666667,15.653066378066375,0.75
crowdfunded film,0.8333333333333333,0.0,1.0,0.0
predator,0.8333333333333333,0.0,3.5,0.0
border patrol,0.8333333333333333,0.0,7.5,0.5
gulf war,0.8333333333333333,0.0,7.0,1.0
national intelligence service (nis),0.8333333333333333,0.0,3.5,0.0
loan shark,0.8333333333333333,2.0,14.0,1.0
nascar,0.8333333333333333,0.0,1.5,1.0
gamer,0.8333333333333333,1.5,12.0,1.5
mutant animal,0.8333333333333333,0.5,9.0,0.0
driving school,0.8333333333333333,0.0,15.0,0.0
identical twin,0.8333333333333333,0.0,21.0,0.0
cavemen,0.8333333333333333,0.0,5.166666666666666,0.8333333333333333
argentina,0.8333333333333333,0.0,106.0,3.0
banker,0.8333333333333333,2.0,116.0,1.0
racial tension,0.8333333333333333,0.0,116.0,0.0
evil corporation,0.8333333333333333,0.0,5.0,0.0
estranged wife,0.8333333333333333,0.0,25.0,0.5
miracle,0.8333333333333333,1.0,284.0,0.5
korea,0.8333333333333333,0.0,13.5,0.5
sydney,0.8333333333333333,0.0,128.0,0.0
remote island,0.8333333333333333,1.0,8.0,0.0
mona lisa (la gioconda),0.8333333333333333,4.0,10.0,1.0
poker,0.8333333333333333,1.0,80.5,1.0
missing husband,0.8333333333333333,0.75,117.28333333333332,0.5
crop circle,0.8333333333333333,2.0,56.0,3.0
mind game,0.8333333333333333,0.9999999999999999,29.583333333333332,1.3333333333333333
covid-19,0.8333333333333333,0.0,67.83333333333334,0.0
best man,0.8333333333333333,0.0,8.0,0.0
player,0.8333333333333333,0.0,3.0,1.0
slumber party,0.8333333333333333,1.0,5.5,0.5
oslo,0.8333333333333333,0.0,54.5,1.0
organ trafficking,0.8333333333333333,0.0,106.66666666666666,0.0
grass,0.8333333333333333,1.5,11.0,1.0
recording studio,0.8333333333333333,0.0,4.5,0.0
famous song,0.8333333333333333,0.5,4.0,1.0
evil alien,0.8333333333333333,0.5,9.5,1.0
alien attack,0.7833333333333333,0.75,38.983333333333334,0.5
wealthy,0.7833333333333333,0.0,0.0,0.0
envy,0.7833333333333333,4.0,20.0,2.0
symbiote,0.7833333333333332,1.3666666666666667,4.533333333333333,0.7833333333333332
religious fanaticism,0.7666666666666666,1.0,33.88333333333333,0.0
bayonet,0.75,0.0,27.0,2.0
harvey weinstein,0.75,0.0,15.5,0.0
chipmunk,0.75,0.0,2.1666666666666665,1.0
roadtrip,0.75,0.3333333333333333,220.83333333333326,0.0
1860s,0.75,0.0,18.5,0.0
secret formula,0.75,1.5,5.0,1.5
mother daughter reunion,0.75,0.0,5.0,0.0
fanatic,0.75,0.0,153.0,0.0
door,0.75,29.0,164.83333333333331,2.0
seeing the future,0.7499999999999999,0.0,2.0,0.0
assassination of president,0.7333333333333333,0.6,41.733333333333334,0.4
chihuahua dog,0.7095238095238094,0.0,1.2000000000000002,0.0
toy dog,0.7095238095238094,0.0,1.2000000000000002,0.0
blonde stereotype,0.7095238095238094,0.0,1.2000000000000002,0.0
occult detective,0.7095238095238094,0.4,4.466666666666667,0.0
determination,0.7,4.0,301.38333333333304,0.5
rural,0.7,0.0,26.5,0.0
evil nun,0.7,0.0,7.0,0.5
amazon rainforest,0.7,0.0,26.0,0.0
cheating death,0.7,0.7,13.433333333333328,0.7
protector,0.7,3.9999999999999996,42.0,0.9999999999999999
homeless,0.7,0.0,15.5,0.0
snowed in,0.6857142857142857,0.0,26.5,1.0
hazing,0.6666666666666666,0.0,20.0,0.0
broadway musical,0.6666666666666666,0.0,23.833333333333336,0.0
xmas,0.6666666666666666,0.0,6.5,0.6666666666666666
race car driving,0.6666666666666666,0.0,12.33333333333333,0.0
nobel prize,0.6666666666666666,0.0,80.5,0.0
snuff,0.6666666666666666,0.0,7.5,0.0
beast,0.6666666666666666,6.0,52.333333333333336,0.0
tampa,0.6666666666666666,0.0,4.0,0.0
wedding reception,0.6666666666666666,0.0,1.0,0.0
shaolin,0.6666666666666666,1.0,3.0,0.0
langley virginia,0.6666666666666666,4.583333333333334,82.50663780663783,0.08333333333333333
advice columnist,0.6666666666666666,0.0,4.833333333333332,0.0
christmas horror,0.6666666666666666,0.0,42.0,0.0
captive,0.6666666666666666,0.3333333333333333,23.333333333333336,0.0
pretending to be gay,0.6666666666666666,1.5,28.5,1.0
show business,0.6666666666666666,6.0,82.0,0.0
sea battle,0.6666666666666666,0.3333333333333333,6.166666666666667,0.6666666666666666
synthetic human,0.6666666666666666,0.0,49.333333333333336,0.0
richard nixon,0.6666666666666666,1.833333333333333,1.25,0.0
woman murder,0.6666666666666666,0.0,8.0,0.0
courtesan,0.6666666666666666,0.5,28.0,0.5
holland,0.6666666666666666,0.0,30.0,0.0
repayment,0.6666666666666666,0.3333333333333333,161.66666666666666,0.3333333333333333
quantum mechanics,0.6666666666666666,22.0,60.0,2.0
folklore,0.6666666666666666,1.0,1616.0,0.0
sailing ship,0.6666666666666666,1.6666666666666667,2.666666666666666,0.3333333333333333
crush on friend,0.65,0.0,4.0,0.0
jack ryan,0.6190476190476191,0.0,0.8333333333333333,0.6666666666666666
cia analyst,0.6190476190476191,0.0,0.8333333333333333,0.6666666666666666
sculptor,0.5928571428571429,0.0,8.333333333333334,0.0
medical school,0.5833333333333333,1.0,48.0,0.0
bridesmaid,0.5833333333333333,2.0,52.58333333333333,0.0
paperboy,0.5833333333333333,0.0,4.0,0.0
animal lead,0.5833333333333333,0.0,29.666666666666664,0.5
high school crush,0.5833333333333333,0.0,4.0,0.0
broadway,0.5833333333333333,0.0,16.0,0.0
fictitious marriage,0.5833333333333333,0.0,18.0,0.0
us army,0.5833333333333333,0.6666666666666666,55.83333333333333,0.0
punk rock,0.5833333333333333,0.0,876.0,0.0
machine gun,0.5833333333333333,0.0,17.5,1.0
revolutionary war,0.5833333333333333,0.0,92.83333333333331,0.0
american revolution,0.5833333333333333,0.0,92.83333333333331,0.0
crusade,0.5833333333333333,0.0,2.333333333333333,0.0
estranged father,0.5833333333333333,0.0,41.0,0.0
lawman,0.5833333333333333,0.3333333333333333,11.666666666666666,0.6666666666666666
plasticine,0.5714285714285714,0.0,3.476190476190476,0.5714285714285714
7th century,0.5333333333333333,0.0,28.666666666666668,0.6666666666666666
hipnotismo,0.5333333333333333,7.0,580.8458874458875,0.25
goblin,0.5333333333333333,0.9999999999999999,7.666666666666666,0.6666666666666666
looting,0.5,0.5,46.24999999999999,0.25
high school girl,0.5,1.0,13.321428571428571,0.0
hillbilly,0.5,2.0,11.0,0.0
wall,0.5,2.0,28.5,0.5
destruction,0.5,43.0,358.55,1.0
heroic mission,0.5,0.0,5.0,0.0
diamond,0.5,0.0,29.0,1.0
hamlet,0.5,0.0,10.0,0.0
book club,0.5,0.0,13.0,1.0
exploration,0.5,0.0,11.166666666666666,0.5
4th century bc,0.5,0.0,1.0,0.5
boss,0.5,0.0,57.5,0.0
summer job,0.5,0.0,15.0,0.0
black slave,0.5,5.25,991.2214285714258,0.5
black ops,0.5,0.5,72.58333333333333,0.5
dildo,0.5,0.0,2.0,0.0
bandit,0.5,0.0,110.0,0.0
supernatural thriller,0.5,1.0,113.5,0.5
talking to animals,0.5,1.7499999999999996,14.833333333333332,0.5
giant crab,0.5,0.5,22.0,0.0
tropical island,0.5,6.0,28.0,2.0
freedom,0.5,0.0,71.5,0.0
sexual obsession,0.5,2.0,132.0,1.0
blackjack,0.5,3.0,8.5,1.0
mythological beast,0.5,0.0,4.0,0.0
unknown father,0.5,1.0,13.0,1.0
utah,0.5,0.0,88.0,0.0
playing piano,0.5,0.0,18.0,0.0
lake,0.5,2.5,150.33333333333331,0.5
dead children,0.5,0.0,1.0,0.5
martial arts master,0.5,0.0,27.0,0.0
british navy,0.5,0.75,28.583333333333336,0.5
apache nation,0.5,0.0,3.5,1.0
modeling,0.5,2.0,15.0,1.0
siege,0.5,0.0,0.0,1.0
seinen,0.5,0.0,1072.583333333333,0.0
record label,0.5,0.0,33.0,0.0
married woman,0.5,0.5,62.16666666666667,0.0
self help guru,0.5,0.0,4.0,0.0
frankenstein,0.5,4.0,170.0,0.5
monster movie,0.5,0.0,4.0,0.0
rogue agent,0.5,1.0,321.0,1.0
courthouse,0.5,4.0,16.5,1.0
troubled youth,0.5,0.0,36.0,0.0
natural history,0.5,20.5,10.0,0.5
dinner party,0.5,0.0,2.0,0.0
playboy,0.5,1.0,20.0,1.0
marseille,0.5,0.0,98.5,0.5
bisexuality,0.5,2.0,461.8333333333333,0.0
bad smell,0.5,0.0,2.5,0.5
engagement party,0.5,0.0,6.0,1.0
policeman,0.5,0.0,35.0,0.0
theatre group,0.5,0.0,76.33333333333333,0.0
mississippi,0.5,18.0,774.0,1.0
guantánamo,0.5,1.0,34.0,1.0
editor-in-chief,0.5,0.5,58.5,0.5
hearing impaired,0.5,45.0,173.0,0.5
dying,0.5,1.0,127.0,0.0
ecologism,0.5,0.0,4.5,0.0
new mexican cinema,0.5,0.0,29.500000000000004,0.5
observer,0.5,1.0,2.0,1.0
mortgage,0.5,0.0,43.0,0.0
puppy,0.5,0.5,10.0,0.5
back from the dead,0.5,0.0,2.0,0.0
bad father-in-law,0.5,0.75,1.75,0.75
corrupt official,0.5,0.0,1.0,0.5
retirement community,0.5,0.0,0.0,0.0
anti-communism,0.5,0.0,4.0,0.0
fling,0.5,0.0,10.0,0.0
first date,0.5,3.0,889.5,1.0
isolated place,0.5,0.0,40.0,0.0
retired detective,0.5,0.25,1.75,0.25
restart,0.5,0.0,41.0,0.0
notebook,0.5,3.5,292.95000000000005,0.5
airbnb,0.5,0.0,1.5,0.0
dollhouse,0.5,2.0,35.0,1.0
death in family,0.5,0.0,15.0,0.0
deaf-mute,0.5,15.0,1052.0,1.0
coercion,0.5,0.0,1.0,1.0
private detective,0.5,0.0,26.5,0.0
arthurian mythology,0.5,0.5,2.0,0.5
stabbed to death,0.5,0.0,9.0,0.0
1830s,0.5,0.0,6.5,0.5
bullet wound,0.49999999999999994,2.0,5.0,1.0
rage and hate,0.45,6.999999999999998,1894.2607142857141,0.3333333333333333
online chat,0.45,0.0,10.666666666666666,0.0
chechnya,0.45,0.0,6.0,0.5
evil queen,0.45,0.5,4.45,1.0
catfishing,0.45,0.0,10.666666666666666,0.0
mesozoic,0.45,0.0,8.916666666666668,0.5
bakumatsu,0.45,0.0,187.18571428571425,0.25
sexual humor,0.45,1.0,2.5,0.5
almighty,0.44999999999999996,0.0,1.3333333333333335,0.0
vampire human love,0.43452380952380953,0.45238095238095233,0.14285714285714285,0.45238095238095233
palace intrigue,0.4,1.0,28.266666666666666,0.0
fighter pilot,0.4,0.0,291.0,1.0
exploding body,0.4,2.75,47.5,0.5
reindeer,0.4,3.533333333333333,18.7,1.5333333333333332
trekking,0.3842314548196902,2.6324300699300704,385.3767326397276,0.3926698301698302
murder spree,0.3666666666666667,0.0,17.25,0.0
abba,0.3666666666666667,0.8,2.1,0.8
rules,0.3611111111111111,0.25,1.8035714285714286,0.125
modified vehicle,0.3611111111111111,0.25,1.8035714285714286,0.125
child vampire,0.34285714285714286,0.2,31.85,0.0
donkey,0.3333333333333333,0.0,163.0,1.0
school shooting,0.3333333333333333,0.0,65.0,0.0
man looking for wife,0.3333333333333333,0.0,2.0,0.0
avant garde,0.3333333333333333,0.5,120.0,0.0
mogadishu,0.3333333333333333,0.0,9.666666666666664,0.0
car racing,0.3333333333333333,0.0,213.59999999999997,0.0
mining,0.3333333333333333,0.0,4.0,0.0
christmas lights,0.3333333333333333,0.0,1.3333333333333333,0.0
somalia,0.3333333333333333,0.0,9.666666666666664,0.0
moon landing,0.3333333333333333,0.0,7.083333333333332,0.0
double agent,0.3333333333333333,0.0,121.87529692529691,0.0
married man,0.3333333333333333,1.0,10.0,1.0
insidious,0.3333333333333333,1.0,5.0,1.0
intelligent,0.3333333333333333,10.0,163.0,1.0
police shootout,0.3333333333333333,0.0,2.0,0.0
perversion,0.3333333333333333,0.0,5.5,0.0
motorsport,0.3333333333333333,0.0,808.4666666666678,0.3333333333333333
supermarket,0.3333333333333333,0.0,25.5,0.0
super soldier,0.3333333333333333,0.0,0.0,0.0
horseback riding,0.3333333333333333,0.0,9.0,0.0
anti-fascism,0.3333333333333333,0.0,195.0,0.0
sheep farm,0.3333333333333333,0.0,36.66666666666667,0.0
teddy bear,0.3333333333333333,2.9166666666666665,13.25,0.3333333333333333
handcuffs,0.3333333333333333,0.0,73.0,3.0
right and justice,0.3333333333333333,0.0,50.33333333333334,0.3333333333333333
hadrian’s wall,0.3333333333333333,0.0,0.0,0.0
christian woman,0.3333333333333333,0.0,13.0,0.0
greek,0.3333333333333333,0.3333333333333333,52.166666666666664,0.3333333333333333
brother sister sex,0.3333333333333333,1.9999999999999998,469.7024891774887,0.0
great depression,0.3333333333333333,0.5,689.0,0.0
totalitarian,0.3333333333333333,0.0,3.5,0.0
cure,0.3333333333333333,0.0,3.0,0.0
sole survivor,0.3333333333333333,0.0,2.0,0.0
peplum,0.3333333333333333,0.0,5.0,0.5
urgent,0.3333333333333333,3.0,72.66666666666667,0.0
ghostbuster,0.3333333333333333,0.0,15.666666666666666,0.3333333333333333
lego,0.3333333333333333,1.0,1.6,0.5
day of the dead,0.3333333333333333,19.66666666666669,3.333333333333333,0.3333333333333333
cinema on cinema,0.3333333333333333,0.0,55.5,0.0
dead mother,0.3333333333333333,0.0,13.5,0.0
okinawa,0.3333333333333333,0.0,533.9999999999998,0.0
fashion magazine,0.3333333333333333,0.0,5.666666666666667,0.0
romulans,0.30952380952380953,0.0,0.75,0.0
creation,0.29166666666666663,0.3333333333333333,0.3333333333333333,0.3333333333333333
sloth,0.2857142857142857,2.0,13.333333333333336,0.0
russian spy,0.2857142857142857,2.083333333333333,45.81666666666667,0.0
coprophagia,0.2857142857142857,0.2857142857142857,1.7142857142857137,0.0
