keyword,2000_2004,2005_2009,2010_2014,2015_2019,2020_2024,mean_rank_slope
belly dancing,1530,1525,1576,1391,1293,60.800000000000196
police,632,88,655,661,43,60.50000000000001
redneck,1459,1662,1576,1391,1293,60.30000000000028
smoking,1530,1519,1576,1391,1293,60.19999999999998
flatulence,1458,1662,1576,1391,1293,60.10000000000005
medicine,1530,1517,709,1391,1293,60.00000000000023
guard,1457,1662,1576,1391,1293,59.90000000000002
trap,1530,1516,1576,1391,1293,59.9
construction worker,1530,1515,1576,1391,1293,59.80000000000026
american,1205,1662,1576,889,1293,59.700000000000244
guantanamo bay,1530,1514,1576,1391,1293,59.70000000000014
obsessed with a man,1530,1512,1576,1391,1293,59.500000000000114
news report,1530,1510,1576,1391,1293,59.30000000000015
aborigine,1454,1662,1576,1391,1293,59.300000000000075
outback,1454,1662,1576,1391,1293,59.300000000000075
family reunion,1171,1662,1576,826,1293,59.200000000000166
bounty hunter,976,1460,185,234,1293,59.20000000000006
moon,1530,510,502,1351,814,59.10000000000014
1990s,570,634,505,211,486,59.10000000000005
doctor,154,1188,1425,195,355,59.10000000000001
press,1452,1662,1576,1391,1293,58.900000000000055
fictitious marriage,1451,1662,1576,1391,1293,58.70000000000013
kenya,1530,1502,1576,1391,1293,58.50000000000022
witness,1450,1662,1576,1391,1293,58.500000000000064
child custody,1266,1662,1576,1024,1293,58.400000000000276
death of lover,1530,1500,1576,1391,1293,58.30000000000026
spacecraft,1379,535,32,124,1293,58.30000000000013
colonialism,1434,1662,1576,1363,1293,58.10000000000013
cuban revolution,1448,1662,1576,1391,1293,58.10000000000011
overweight woman,1530,1497,1576,1391,1293,58.00000000000012
new identity,1530,1495,1576,1391,1293,57.800000000000246
metropolis,1446,1662,1576,1391,1293,57.70000000000014
unwillingly pregnant,1530,1493,1576,1391,1293,57.60000000000011
bartender,1445,1662,947,1391,1293,57.50000000000017
drinking,1530,1280,1203,1179,1293,57.50000000000014
pizza,1495,1562,1576,1391,1293,57.50000000000013
destruction,1530,453,339,352,1293,57.50000000000013
cairo,1530,1489,1576,1391,1293,57.2000000000002
space opera,294,284,1576,163,69,57.1
solidarity,1530,1487,226,1391,1293,57.000000000000036
mongolia,1442,1662,1576,1391,1293,56.900000000000226
gobi desert,1442,1662,1576,1391,1293,56.900000000000226
arrogance,1530,1486,540,1391,1293,56.90000000000016
corpse,848,521,1576,1041,304,56.80000000000004
guilt,513,858,660,963,177,56.70000000000007
elite unit,1440,1662,1576,1391,1293,56.500000000000206
investigator,1530,728,1576,1391,916,56.500000000000114
accident,1436,708,1576,429,1293,56.50000000000003
racial slur,1438,1662,1576,1391,1293,56.1000000000003
tempel,1530,1478,1576,1391,1293,56.1000000000001
human clone,1530,476,1576,390,1293,56.00000000000021
change of plan,1530,1476,1576,1391,1293,55.90000000000024
spy,187,342,57,26,67,55.60000000000004
miraculous event,1530,1472,1576,1391,1293,55.5000000000002
movie star,1435,1662,1576,1391,1293,55.500000000000085
kangaroo,1433,1662,1576,1391,1293,55.10000000000029
biker,1432,1662,1576,1391,1293,54.90000000000016
wife,1530,1466,285,1391,1293,54.9000000000001
detroit,1530,751,883,676,1293,54.9000000000001
wealth differences,1314,1662,1576,1391,1176,54.7000000000002
found footage,1529,620,778,1229,952,54.50000000000015
gas station,1530,475,1576,1391,800,54.40000000000016
divorced couple,1530,1457,1576,1391,1293,54.00000000000011
mountaineer,1427,1662,1576,1391,1293,53.90000000000016
couple,1530,1456,1576,1391,1293,53.900000000000134
older woman younger man relationship,1336,1216,1576,1221,1064,53.9000000000001
gang violence,1530,1455,1576,1391,1293,53.800000000000246
bloody fight,1530,1454,782,1391,1293,53.700000000000124
dentist,1530,1451,1576,1391,1293,53.40000000000016
lecture,1530,1449,1576,1391,1293,53.20000000000003
edo period,1423,1662,1576,1391,1293,53.10000000000002
disturbed,245,1662,418,930,346,53.00000000000012
ninja fighter,1530,1445,1576,1391,1293,52.80000000000022
yeti,1530,1131,1576,1078,1293,52.70000000000018
physical abuse,1421,1662,1576,1391,1293,52.70000000000011
emasculation,1530,1443,1379,1391,1293,52.600000000000215
manhunt,1530,912,1576,860,1293,52.60000000000004
gunslinger,1420,1662,1020,1391,1293,52.50000000000012
hunt,1530,1330,1576,1279,1293,52.50000000000009
forgiveness,1069,276,1576,1111,390,52.300000000000054
historical,838,1441,1446,1391,602,52.200000000000074
optimistic,1530,181,154,135,1293,52.000000000000156
asperger's syndrome,1530,1437,1576,1391,1293,52.000000000000114
frat party,1530,1436,1576,1391,1293,51.90000000000022
14th century,1416,1662,1286,1391,1293,51.700000000000244
father daughter relationship,266,836,82,25,413,51.7
corporation,1530,1433,1576,1391,1293,51.60000000000017
custody battle,1415,1662,1576,1391,1293,51.50000000000011
community spirit,1530,1432,1576,1391,1293,51.50000000000001
provence,1530,1431,1576,1391,1293,51.40000000000015
thoughtful,402,300,447,178,206,51.40000000000008
self-discovery,337,1662,1576,1391,216,51.30000000000001
frightened,542,85,1576,243,207,51.20000000000004
u.s. senator,1296,1662,1576,1391,1176,51.100000000000186
survival horror,421,361,441,486,103,51.10000000000004
breakdance,1530,1428,1576,1391,1293,51.10000000000004
grieving,1530,785,843,749,1293,51.000000000000085
painter,1530,1204,844,1168,1293,51.00000000000007
country estate,1412,1662,1576,1391,1293,50.90000000000008
housekeeper,1412,1662,1576,1391,1293,50.90000000000008
medical examiner,1530,1426,1576,1391,1293,50.900000000000055
karate,1530,1425,1576,1391,1293,50.80000000000027
enthusiastic,533,39,443,155,221,50.800000000000075
mannequin,1411,1662,1576,1391,1293,50.7000000000002
japanese army,1530,1421,1576,1391,1293,50.40000000000021
imperial japan,1530,1421,1576,1391,1293,50.40000000000021
vienna,1408,1662,1576,1391,1293,50.100000000000186
misanthrope,1530,1417,1576,1391,1293,50.00000000000015
barbershop,1407,1662,1576,1391,1293,49.90000000000011
dystopian sci-fi,1530,180,1576,156,1293,49.800000000000125
abuse,1406,1662,848,1391,1293,49.70000000000026
argument,1530,1413,1333,1391,1293,49.600000000000186
antagonistic,362,227,513,221,117,49.60000000000005
terminal illness,937,1603,1036,558,1212,49.50000000000014
biographical,1530,1412,1576,1391,1293,49.50000000000006
schoolgirl,1530,1410,1558,1391,1293,49.30000000000022
mistress,1530,1409,1576,1391,1293,49.200000000000095
tiger,1084,1662,1576,752,1293,49.20000000000008
socially deprived family,1530,1408,1576,1391,1293,49.10000000000016
menstruation,1403,1662,1576,1391,1293,49.09999999999997
j-horror,1402,1662,1576,1391,1293,48.90000000000005
1980s,258,322,127,27,161,48.90000000000003
oppression,1400,1662,1576,1391,1293,48.50000000000019
long island,1530,1402,1576,1391,1293,48.50000000000009
family dinner,1530,1401,1576,1391,1293,48.400000000000084
ball,1530,1400,1576,1391,1293,48.300000000000175
hilarious,356,89,18,199,60,48.20000000000003
himalaya mountain range,1398,1662,1576,1391,1293,48.10000000000008
future war,1530,1398,1576,1391,1293,48.10000000000006
interracial adoption,1530,1397,1576,1391,1293,48.00000000000009
difficult childhood,1313,1662,1576,1391,1209,47.900000000000205
magician,1396,1662,346,1391,1293,47.70000000000018
christmastime,1530,1394,1576,1391,1293,47.70000000000017
jidaigeki,1395,1662,1411,1391,1293,47.50000000000012
childhood crush,1530,1392,1576,1391,1293,47.5000000000001
ex-boyfriend ex-girlfriend relationship,1530,1391,1576,1391,1293,47.40000000000019
coming of age,130,582,139,50,159,47.40000000000004
con artist,295,1662,117,262,759,47.200000000000024
release from prison,1393,1662,1576,1391,1293,47.10000000000014
middle class,1530,1380,1576,1385,1293,46.90000000000028
babysitter,1530,1385,1576,1391,1293,46.800000000000054
outer space,1391,1662,1576,1391,1293,46.70000000000008
gun,545,584,871,715,246,46.70000000000001
criminal mastermind,1530,83,1576,91,1293,46.60000000000018
politically incorrect,1530,1383,1576,1391,1293,46.600000000000115
middle age,1530,1383,1576,1391,1293,46.600000000000115
family disapproval,1390,1662,1576,1391,1293,46.49999999999992
iceland,1530,960,1576,970,1293,46.40000000000011
redemption,1530,684,390,694,1293,46.40000000000009
supernatural,435,121,824,383,72,46.400000000000055
comedy of errors,1389,1662,1576,1391,1293,46.30000000000006
blended family,1530,1377,1576,1391,1293,46.000000000000064
alone,1530,185,817,200,1293,45.90000000000022
cruel,1425,767,119,572,1293,45.90000000000012
holland,1387,1662,1576,1391,1293,45.90000000000003
apathetic,1278,653,639,1391,680,45.800000000000104
war hero,1386,1662,1576,1391,1293,45.700000000000266
bar fight,1530,1373,1576,1391,1293,45.600000000000094
hooligan,1530,1373,1576,1391,1293,45.600000000000094
space travel,649,58,87,54,423,45.60000000000005
disaster,618,165,1471,309,318,45.60000000000005
comedy,1530,898,1576,1391,1056,45.50000000000016
firearms / gun manufacturer,1384,1662,1576,1391,1293,45.30000000000008
1930s,693,657,478,434,578,45.300000000000026
henchmen,1381,1662,1576,1391,1293,44.7000000000001
fighting,1093,426,339,1201,482,44.700000000000095
figure skating,1530,1363,1576,1391,1293,44.600000000000236
ice skating,1530,1363,1576,1391,1293,44.600000000000236
biography,285,360,138,36,225,44.400000000000034
bahamas,1530,1360,1576,1391,1293,44.30000000000028
hand to hand combat,138,1168,741,709,147,44.100000000000065
exuberant,486,477,392,473,268,44.000000000000014
loss of job,1530,1356,1487,1391,1293,43.90000000000018
vatican (holy see),1530,633,1576,1376,939,43.900000000000134
giant wave,1530,1355,1576,1391,1293,43.80000000000012
cabin,1530,1353,868,1391,1293,43.600000000000136
overprotective father,1375,1662,1576,1391,1293,43.50000000000009
satire,261,462,469,401,74,43.50000000000001
fugitive,1530,382,780,422,1293,43.40000000000013
manipulation,244,1545,111,274,663,43.30000000000008
hold-up robbery,1530,1349,1576,1391,1293,43.20000000000008
birthday,575,1662,1061,1391,495,43.10000000000008
ocean,1159,953,1576,1061,890,43.00000000000007
jewelry heist,1372,1662,1576,1391,1293,42.90000000000015
extortion,1515,1375,1576,1391,1293,42.80000000000026
killer,814,817,475,89,964,42.8000000000001
sadness,323,527,1212,275,235,42.80000000000002
gold digger,1371,1662,1172,1391,1293,42.7000000000001
disorder,1530,1343,1576,1391,1293,42.600000000000236
confession,1530,667,984,1391,955,42.60000000000006
diamond,1370,1662,1576,1391,1293,42.50000000000013
falsely accused,1159,1662,1576,972,1293,42.20000000000025
american dream,1530,464,1576,1391,856,42.10000000000018
french intelligence,1530,1338,1576,1391,1293,42.10000000000017
humorous,1530,1338,1576,1391,1293,42.10000000000017
supernatural power,829,87,746,1026,149,42.100000000000094
amused,288,9,8,29,68,42.000000000000014
epilepsy,1530,1336,1576,1391,1293,41.90000000000016
laxative,1367,1662,979,1391,1293,41.90000000000011
time paradox,1530,1335,89,1391,1293,41.8000000000001
adventurer,892,709,160,760,658,41.70000000000006
flirting,1366,1662,1576,1391,1293,41.70000000000003
teenage boy,174,1482,319,460,477,41.60000000000001
psychoanalysis,1530,1331,1576,1391,1293,41.40000000000021
twins,1207,1662,545,1077,1293,41.30000000000014
sadomasochism,1364,1662,1576,1391,1293,41.300000000000125
elephant,1124,1358,1576,607,1293,41.29999999999999
quarantine,1530,643,948,708,1293,40.900000000000205
fake documentary,1530,1325,1059,1391,1293,40.800000000000146
faked footage,1530,1325,1576,1391,1293,40.80000000000009
psychotherapy,1530,1324,1576,1391,1293,40.70000000000015
best friends,1530,736,1371,803,1293,40.700000000000124
wheelchair,1530,1323,1458,1391,1293,40.60000000000015
deer,1530,1322,1576,1391,1293,40.50000000000016
advice columnist,1530,1321,1576,1391,1293,40.40000000000013
illness,954,1631,1576,549,1293,40.40000000000002
cancer,645,1177,577,502,781,40.300000000000054
emergency doctor,1357,1662,1576,1391,1293,39.90000000000013
writing,1530,1315,1055,1391,1293,39.80000000000017
roadtrip,1356,1662,1576,1391,1293,39.70000000000026
purgatory,1530,1312,1576,1391,1293,39.50000000000008
rooftop,1355,1662,1012,1391,1293,39.50000000000006
abusive mother,1530,1311,1476,1391,1293,39.40000000000018
axe murder,1530,1310,1576,1391,1293,39.30000000000014
admiring,80,434,30,146,28,39.200000000000024
horse,764,1662,495,1391,704,39.1
dirty cop,1530,1307,1396,1391,1293,39.0000000000001
teen spy,1352,1662,1576,1391,1293,38.900000000000205
torture chamber,1530,1304,1576,1391,1293,38.70000000000009
angst,1530,1304,1576,1391,1293,38.70000000000009
decadence,1530,1303,158,1391,1293,38.60000000000011
vikings (norsemen),1530,1302,219,1391,1293,38.50000000000015
north atlantic,1350,1662,1576,1391,1293,38.49999999999997
folk hero,1530,1301,1576,1391,1293,38.40000000000017
primal fear,1349,1662,1576,1391,1293,38.30000000000001
factual,646,852,1576,469,647,38.10000000000016
contest,1530,1298,1576,1391,1293,38.10000000000002
framed for murder,1348,1662,1576,1391,1293,38.10000000000002
vegetable,1530,1298,1576,1391,1293,38.10000000000002
enraged,1530,720,1576,814,1293,38.00000000000012
wish,893,1662,529,1391,839,37.90000000000016
nightmare,549,1570,453,821,734,37.90000000000008
delhi,1487,1381,1576,1391,1293,37.80000000000021
game,1123,1662,20,945,1293,37.70000000000018
cyborg,680,1662,1044,59,1293,37.70000000000015
misunderstanding,1530,1293,1350,1391,1293,37.60000000000012
assassination of president,1530,1290,1576,1391,1293,37.30000000000015
transsexuality,1344,1662,1576,1391,1293,37.30000000000013
transvestism,1344,1662,1576,1391,1293,37.30000000000013
multiple perspectives,1530,1290,324,1391,1293,37.300000000000104
media,1530,1287,1576,1391,1293,37.000000000000156
prostitution,948,533,952,1391,334,37.00000000000011
junior high school,1342,1662,1576,1391,1293,36.900000000000134
conflict,1530,1284,1576,1391,1293,36.70000000000014
kuwait,1530,1283,1576,1391,1293,36.600000000000094
saudi arabia,1530,1282,1576,1391,1293,36.50000000000016
restaurant,1279,138,1468,1391,470,36.50000000000003
instructive,1235,1662,1576,1391,1189,36.300000000000246
cartoon,761,371,103,60,735,36.3000000000001
fbi agent,1167,911,725,1391,746,36.20000000000007
u.s. soldier,1530,1278,373,1391,1293,36.100000000000044
eye operation,1337,1662,1576,1391,1293,35.90000000000009
guitar,1530,1275,1576,1391,1293,35.800000000000104
bisexuality,773,1662,1576,1391,730,35.70000000000001
ransom,1431,1471,1576,1391,1293,35.6
disguised voice,1530,1272,1576,1391,1293,35.500000000000306
ghost ship,1530,1271,1576,1391,1293,35.40000000000005
pennsylvania,359,859,74,125,549,35.40000000000003
autonomy,1530,1268,1576,1391,1293,35.10000000000011
television producer,1530,1267,1576,1391,1293,35.00000000000015
sacramento,1530,1266,1576,1391,1293,34.900000000000176
concert,601,1094,1576,602,673,34.80000000000019
montreal,1331,1662,1576,1391,1293,34.70000000000031
subway tunnel,1530,1263,1576,1391,1293,34.60000000000005
australian outback,1454,1414,1576,1391,1293,34.500000000000135
subway train,1530,1262,1576,1391,1293,34.500000000000036
talk,1530,1261,1576,1391,1293,34.40000000000025
one woman army,1477,1367,1576,1391,1293,34.40000000000003
maryland,1329,1662,1576,1391,1293,34.30000000000017
scholarship,1530,1260,1576,1391,1293,34.30000000000015
apologetic,1530,592,1062,725,1293,34.10000000000017
military,389,208,872,315,165,34.10000000000004
brainwashing,1530,1258,1520,1391,1293,34.099999999999994
junk food,1530,1256,1576,1391,1293,33.90000000000023
sorority,1327,1662,1576,1391,1293,33.90000000000019
sperm bank,1327,1662,1576,1391,1293,33.90000000000019
congress,1530,1255,1576,1391,1293,33.80000000000019
body-swap,930,1662,1576,599,1293,33.70000000000011
comforting,110,805,121,172,258,33.70000000000003
mature romance,1530,1253,1576,1391,1293,33.60000000000032
sex tape,1325,1662,1195,1391,1293,33.50000000000018
antisocial personality disorder,1530,1250,1576,1391,1293,33.30000000000013
squatter,1530,1249,1576,1391,1293,33.200000000000195
high school teacher,1530,1247,1416,1391,1293,33.000000000000156
beer,1322,1662,1505,1391,1293,32.90000000000003
child kidnapping,674,1058,1576,1391,343,32.90000000000001
hallucination,426,1459,459,1096,443,32.899999999999956
martial arts master,1530,1245,1576,1391,1293,32.80000000000016
new neighbor,1530,1244,1576,1391,1293,32.70000000000012
dean,1321,1662,1576,1391,1293,32.700000000000095
sarcasm,1530,807,822,955,1293,32.600000000000165
assassin,140,432,426,120,133,32.600000000000016
castration,1530,1242,1576,1391,1293,32.50000000000008
inventor,1530,906,1149,1057,1293,32.30000000000021
berlin,569,534,1262,786,282,32.200000000000024
mercenary,701,664,736,41,852,32.10000000000013
remake,240,277,372,16,210,32.10000000000006
cheerful,237,529,134,595,44,31.999999999999986
olympic games,1530,1236,1576,1391,1293,31.90000000000022
nascar,1530,1235,1576,1391,1293,31.800000000000118
smuggling (contraband),1530,665,1576,822,1293,31.700000000000163
sadistic,1530,1234,1080,1391,1293,31.700000000000003
unresolved issues,1530,1233,1576,1391,1293,31.600000000000133
patient,1530,1232,1576,1391,1293,31.500000000000288
maid,1315,1662,768,1391,1293,31.50000000000012
totalitarian,1530,1228,1576,1391,1293,31.10000000000023
strangeness,1312,1662,1576,1391,1293,30.900000000000084
tank,1530,1226,295,1391,1293,30.900000000000063
threat,1530,1225,1576,1391,1293,30.800000000000203
radio,1311,1662,276,1391,1293,30.700000000000195
19th century,554,71,193,104,385,30.50000000000005
self-defense,1530,1220,1576,1391,1293,30.300000000000196
teenage sexuality,1530,1218,1576,1391,1293,30.10000000000017
pot smoking,1308,1662,1116,1391,1293,30.10000000000002
police corruption,504,825,1526,555,489,30.00000000000001
grand canyon,1307,1662,1576,1391,1293,29.90000000000006
shame,1530,1215,1576,1391,1293,29.800000000000104
mental institution,1249,1662,1576,1277,1293,29.700000000000006
narration,1530,174,1202,508,1215,29.600000000000108
virginity,1530,1212,1576,1391,1293,29.500000000000163
2010s,1530,469,1576,1391,923,29.20000000000008
complex,606,112,906,244,394,29.20000000000004
woman director,100,157,150,43,11,29.200000000000017
6th century,1530,1207,1576,1391,1293,29.00000000000007
stoner movie,1301,1662,1576,1391,1293,28.700000000000216
polyamory,1530,1204,1576,1391,1293,28.70000000000017
virgin,1525,1213,1576,1391,1293,28.60000000000015
vengeful ghost,1248,1662,1576,1286,1293,28.600000000000044
ninja,1530,124,886,1102,899,28.400000000000095
sailing,1530,1200,571,1391,1293,28.30000000000009
lake,1530,1199,1576,1391,1293,28.200000000000077
idiot,1298,1662,1576,1391,1293,28.10000000000028
american football coach,1530,1198,1576,1391,1293,28.100000000000126
healing,1530,1197,1576,1391,1293,28.000000000000092
super power,157,34,104,7,31,27.900000000000013
dead body,1162,1662,1576,1123,1293,27.700000000000163
brothers,1530,1193,1290,1391,1293,27.600000000000247
golf,1135,1662,1576,1072,1293,27.400000000000144
critical,512,519,1511,371,449,27.400000000000023
death,189,692,68,464,166,27.399999999999967
alcohol abuse,1294,1662,1576,1391,1293,27.300000000000136
challenge,1530,1189,1576,1391,1293,27.200000000000227
social services,1530,1187,1576,1391,1293,27.00000000000011
religion,577,509,1343,393,500,27.00000000000005
fall,1530,1186,1576,1391,1293,26.9000000000002
dracula,783,1662,1576,956,1002,26.80000000000001
engagement ring,1530,1184,1576,1391,1293,26.700000000000127
basketball,1035,919,1377,1006,858,26.70000000000005
second chance,1290,1662,1576,1391,1293,26.50000000000012
soldier,462,864,396,173,675,26.500000000000075
victory,1530,1181,1576,1391,1293,26.400000000000066
tombstone,1530,1180,1576,1391,1293,26.30000000000018
intern,1289,1662,1463,1391,1293,26.300000000000068
world champion,1530,1178,1576,1391,1293,26.1
survival,260,76,178,18,160,25.800000000000015
poison,1530,602,1076,819,1293,25.700000000000067
comeback,1530,1171,1576,1391,1293,25.400000000000194
defeat,1530,1171,1576,1391,1293,25.400000000000194
jewelry,1284,1662,1576,1391,1293,25.300000000000157
colonel,1530,1170,1576,1391,1293,25.300000000000136
human animal relationship,1530,561,1576,1114,1127,25.30000000000013
coward,1530,1169,1576,1391,1293,25.200000000000102
child abuse,464,815,1336,299,597,25.000000000000043
identity,770,1067,805,1391,483,25.000000000000032
weight loss,1530,1167,1576,1391,1293,25.00000000000003
chauffeur,1282,1662,1576,1391,1293,24.900000000000077
frenemies,1530,1160,1576,1391,1293,24.300000000000054
widow,1246,832,555,992,1045,24.200000000000177
minnesota,1530,1159,1576,1391,1293,24.200000000000102
afghanistan war (2001-2021),1530,1158,1576,1391,1293,24.100000000000044
compassion,1236,1662,1576,1308,1293,24.000000000000092
roommates,1479,1257,1576,1391,1293,23.80000000000015
market,1530,1155,1545,1391,1293,23.800000000000132
second sino-japanese war (1937-45),1530,1154,1576,1391,1293,23.700000000000152
bodyguard,796,1496,1576,935,958,23.700000000000045
condom,1491,1231,1576,1391,1293,23.600000000000147
midlife crisis,525,1382,598,1391,403,23.499999999999986
antidote,1530,1151,1576,1391,1293,23.400000000000237
ransom demand,1274,1662,1576,1391,1293,23.300000000000008
bathroom,1530,1149,1576,1391,1293,23.200000000000184
marital separation,1530,1148,1448,1391,1293,23.100000000000065
bridesmaid,1530,1147,1576,1391,1293,23.00000000000022
addicted,1272,1662,1576,1391,1293,22.900000000000052
dominatrix,1530,1145,1576,1391,1293,22.80000000000025
iraq war,1530,877,1576,1126,1293,22.500000000000195
hairdresser,1530,1142,1576,1391,1293,22.500000000000128
baseball,1310,1576,723,1391,1290,22.499999999999993
nemesis,1530,1141,1576,1391,1293,22.40000000000011
death game,630,647,1332,1011,336,22.40000000000009
suspenseful,139,25,237,20,30,22.300000000000022
mossad,1530,1139,1122,1391,1293,22.200000000000177
heart-throb,1530,1138,1576,1391,1293,22.10000000000011
back to life,1530,1137,1576,1391,1293,22.000000000000174
court case,1384,1427,1576,1391,1293,21.800000000000033
reflective,251,186,137,330,70,21.800000000000022
iwo jima,1530,1133,1576,1391,1293,21.600000000000158
las vegas,668,242,397,389,487,21.50000000000008
drink,1264,1662,1576,1391,1293,21.300000000000068
great wall of china,1530,1129,1576,1391,1293,21.200000000000184
terracotta army,1530,1129,1576,1391,1293,21.200000000000184
world cup,1530,100,1576,1391,779,21.10000000000013
stoner,1263,1662,1576,1391,1293,21.1000000000001
return,1530,1127,1576,1391,1293,21.00000000000007
israel,1530,1101,1576,1366,1293,20.900000000000137
wormhole,1530,1125,1576,1391,1293,20.800000000000207
funeral,1530,465,905,763,1277,20.80000000000007
secret society,787,409,1576,362,707,20.700000000000056
us military,792,1662,1576,455,1293,20.500000000000288
earth,1530,1121,1576,1391,1293,20.40000000000019
harassment,1259,1662,1576,1391,1293,20.300000000000214
missionary,1530,1119,1576,1391,1293,20.20000000000004
couples therapy,1530,1118,1576,1391,1293,20.10000000000015
online dating,1530,1115,899,1391,1293,19.800000000000253
personal trainer,1530,1114,1576,1391,1293,19.699999999999946
single woman,1530,1113,1576,1391,1293,19.600000000000158
refugee,1183,1662,1576,1247,1293,19.50000000000021
melancholy,249,211,187,222,146,19.500000000000032
disco,1254,1662,1576,1391,1293,19.300000000000004
teachers and students,1530,1109,1576,1391,1293,19.200000000000223
guitar player,1253,1662,1576,1391,1293,19.100000000000207
ax,1530,1108,1576,1391,1293,19.100000000000147
based on true story,118,189,27,12,111,19.100000000000023
intrigue,1252,1662,1576,1391,1293,18.90000000000009
connecticut,1530,1105,1308,1391,1293,18.80000000000013
meteor,1530,1104,1576,1391,1293,18.700000000000216
pretty woman,1251,1662,1576,1391,1293,18.700000000000063
child prodigy,1069,1662,975,1028,1293,18.60000000000007
china,692,406,1523,876,364,18.600000000000026
future,96,218,10,23,101,18.50000000000002
hot air balloon,1198,1662,1576,1288,1293,18.40000000000011
claustrophobia,1530,1100,1576,1391,1293,18.300000000000157
rock 'n' roll,955,1440,1493,1391,888,18.300000000000107
intense,82,52,5,9,12,18.300000000000008
artificial intelligence (a.i.),101,439,44,21,219,18.20000000000002
camcorder,1530,1099,1576,1391,1293,18.199999999999953
anime,120,977,1096,534,251,18.100000000000048
surprise,1530,1097,1576,1391,1293,18.000000000000092
christian,1530,916,1576,1212,1293,17.80000000000016
gunfight,765,508,610,936,462,17.80000000000002
flashback,85,490,983,142,171,17.599999999999984
dance,1260,752,1576,512,1293,17.40000000000014
assault,1530,542,1576,843,1293,17.300000000000104
father son conflict,1530,724,933,1292,1161,17.000000000000092
usa,449,369,320,159,469,17.000000000000053
fbi,274,640,368,296,361,17.000000000000025
psychotic,1242,1662,446,1391,1293,16.900000000000187
hitchhiker,1530,1084,1576,1391,1293,16.700000000000156
bureaucracy,1530,1084,1516,1391,1293,16.700000000000102
steel helmet,1241,1662,1576,1391,1293,16.699999999999996
stalker,1530,910,1576,1218,1293,16.60000000000015
kidnapping,223,498,79,126,326,16.600000000000062
beheading,1530,1079,1576,1391,1293,16.200000000000077
plan,1530,1078,1127,1391,1293,16.100000000000087
melodramatic,369,742,255,799,260,16.100000000000005
principal,1237,1662,1576,1391,1293,15.899999999999979
time travel,88,503,300,39,241,15.800000000000047
gambler,1530,1074,1576,1391,1293,15.700000000000108
boss,1530,1073,1576,1391,1293,15.60000000000018
mistake in person,1530,1072,1576,1391,1293,15.50000000000023
malicious,1530,240,1306,1074,1036,15.4000000000001
unhappy marriage,1530,1071,970,1391,1293,15.40000000000009
support,1530,1069,1576,1391,1293,15.199999999999974
ufo,1530,1068,1576,1391,1293,15.100000000000088
foreboding,844,176,1576,203,756,14.900000000000096
mayor,1530,1066,869,1391,1293,14.899999999999975
tennis,1530,1065,1576,1391,1293,14.80000000000023
obesity,1231,1662,1576,1391,1293,14.700000000000095
fraternity,1320,1483,546,1391,1293,14.600000000000087
millennium,1530,1063,1576,1391,1293,14.600000000000076
morality,1530,1062,1208,1391,1293,14.500000000000194
christmas eve,1230,1662,1576,1391,1293,14.500000000000107
japan,129,776,266,392,249,14.40000000000001
rescue mission,675,1453,1576,74,1293,14.300000000000098
indian territory,1228,1662,1576,1391,1293,14.100000000000195
bet,1035,1662,1576,1005,1293,14.10000000000001
chipmunk,1530,1057,1576,1391,1293,14.000000000000155
fetish,1227,1662,1576,1391,1293,13.900000000000162
secret service,1530,1055,830,1391,1293,13.800000000000122
neighbor,1149,970,600,953,1089,13.700000000000141
goat,1530,1054,1576,1391,1293,13.70000000000005
drug cartel,1530,334,1576,672,1293,13.600000000000113
card game,1530,1052,1576,1391,1293,13.500000000000064
based on comic,68,11,17,4,4,13.500000000000004
cohabitant,1530,1050,1576,1391,1293,13.3000000000002
studies,1530,1049,1576,1391,1293,13.199999999999958
civil rights,1193,1662,1576,1391,1263,13.100000000000234
harvard university,1530,1048,1576,1391,1293,13.10000000000023
escape,342,567,94,86,517,13.100000000000033
distressing,888,1662,1118,723,1293,12.900000000000082
candlelight vigil,1530,1046,591,1391,1293,12.900000000000018
1950s,212,710,146,488,259,12.80000000000005
plagiarism,1221,1662,1576,1391,1293,12.700000000000072
dream girl,1530,1043,1576,1391,1293,12.60000000000012
horse race,1530,1042,1576,1391,1293,12.500000000000167
psychological abuse,1220,1662,1576,1391,1293,12.500000000000083
research,1530,1040,1576,1391,1293,12.300000000000114
special unit,1218,1662,1576,1391,1293,12.10000000000013
rice,1530,1038,1576,1391,1293,12.100000000000067
gambling debt,1530,1037,1576,1391,1293,12.000000000000115
vegetarian,1530,1035,1576,1391,1293,11.800000000000088
flood,1530,467,333,823,1293,11.800000000000079
hope,1530,1033,310,1391,1293,11.600000000000213
bar,1530,262,1576,1131,1038,11.500000000000178
volcano,1530,170,1576,529,1293,11.50000000000012
cavern,1215,1662,1576,1391,1293,11.500000000000082
muslim,1530,1030,1174,1391,1293,11.300000000000196
12th century,1530,1030,1134,1391,1293,11.300000000000148
hungary,834,1662,684,632,1293,11.20000000000017
jerusalem,1530,1027,1576,1391,1293,11.000000000000153
bible,742,1662,937,450,1293,11.000000000000103
police operation,1212,1662,1193,1391,1293,10.9000000000001
stepfather,1354,1377,1576,1391,1293,10.800000000000193
budapest,833,1662,684,634,1293,10.800000000000034
dark fantasy,836,210,515,621,577,10.700000000000045
approach,1530,1023,1576,1391,1293,10.600000000000204
